AvgDistance,LowestDistanceThisGen,LowestDistance
31591.63,30006.66,29672.05
31440.8,30266.45,29672.05
31571.51,29741.84,29672.05
31309.4,29717.09,29672.05
31416.75,29876.14,29672.05
31894.7,29776.99,29672.05
31375.92,29910.41,29672.05
31330.34,30258.11,29672.05
31467.71,29909.11,29672.05
31171.08,29826.18,29672.05
31121.35,29688.49,29672.05
30967.19,29237.36,29237.36
30408.13,29175.01,29175.01
30366.9,28615.04,28615.04
30397.26,29195.68,28615.04
30620.87,29264.69,28615.04
30973.23,28968.53,28615.04
30667.19,29225.62,28615.04
31059.84,30134.95,28615.04
31123.6,30293.34,28615.04
31284.98,29546.53,28615.04
31141.91,29924.64,28615.04
31143.31,29430.14,28615.04
30419.39,29514.74,28615.04
31105.42,29585.52,28615.04
30902.14,29775.65,28615.04
31382.23,29823.29,28615.04
31484.58,29845.41,28615.04
31480.04,30185.63,28615.04
31480.31,30071.66,28615.04
31417.4,30031.68,28615.04
31479.01,30375.47,28615.04
32114.04,31157.56,28615.04
32310.22,31093.23,28615.04
32632.05,31256.6,28615.04
32309.87,31540.62,28615.04
32377.25,31679.99,28615.04
33157.86,32445.66,28615.04
33348.82,32018.62,28615.04
33408.78,31948.0,28615.04
32970.75,31343.08,28615.04
32526.64,31465.32,28615.04
32678.88,31580.13,28615.04
33180.19,31887.49,28615.04
32946.16,31948.25,28615.04
33291.75,32234.07,28615.04
33496.66,32086.4,28615.04
32930.95,31195.85,28615.04
32562.71,30497.17,28615.04
31671.5,30431.98,28615.04
31737.58,30431.37,28615.04
31857.57,30694.08,28615.04
31743.19,30893.17,28615.04
31803.33,30817.81,28615.04
31673.49,30919.47,28615.04
32188.57,31458.55,28615.04
32050.22,31472.91,28615.04
32330.47,31572.29,28615.04
32887.38,31616.52,28615.04
32511.51,31852.63,28615.04
32805.27,31582.12,28615.04
32616.15,31405.0,28615.04
32909.54,30774.02,28615.04
32413.08,31428.34,28615.04
32704.15,30660.76,28615.04
32041.43,30600.13,28615.04
31475.1,30323.14,28615.04
31353.94,29391.2,28615.04
31075.06,30125.04,28615.04
31498.29,30467.98,28615.04
31815.95,30740.14,28615.04
32288.15,30401.17,28615.04
31611.13,30243.15,28615.04
31537.47,30231.02,28615.04
31190.09,29877.05,28615.04
31228.03,30199.66,28615.04
31369.23,30023.9,28615.04
30969.0,30105.48,28615.04
31456.75,30614.19,28615.04
31767.97,31102.56,28615.04
32602.83,31045.28,28615.04
32233.31,30442.64,28615.04
31890.57,30790.05,28615.04
31775.93,30823.51,28615.04
31703.73,30784.39,28615.04
32111.21,30405.6,28615.04
31370.99,30240.83,28615.04
31520.72,30559.26,28615.04
31685.26,30277.35,28615.04
32006.34,30070.94,28615.04
31456.67,29663.54,28615.04
31086.76,30090.21,28615.04
31660.85,30306.76,28615.04
32074.27,31366.61,28615.04
32269.18,31385.11,28615.04
32164.58,31226.05,28615.04
32496.23,31494.56,28615.04
32813.55,30937.99,28615.04
32065.11,31133.45,28615.04
32310.36,31372.62,28615.04
32973.57,32174.44,28615.04
33680.24,32737.87,28615.04
33724.21,32361.25,28615.04
33388.54,31929.36,28615.04
33635.26,32705.0,28615.04
33527.92,31931.0,28615.04
33025.42,31927.18,28615.04
33111.38,31865.53,28615.04
33097.79,32512.16,28615.04
33846.12,31855.94,28615.04
33202.82,31549.45,28615.04
32971.03,30914.12,28615.04
32095.72,30862.1,28615.04
32173.76,30923.94,28615.04
32479.22,30850.5,28615.04
32226.66,30268.35,28615.04
31355.05,30197.98,28615.04
32028.15,30124.83,28615.04
31490.81,29796.03,28615.04
31203.54,30277.87,28615.04
31975.65,30392.46,28615.04
31662.41,30621.24,28615.04
31186.73,30178.05,28615.04
31670.9,30557.63,28615.04
31915.77,30729.18,28615.04
31877.22,30800.17,28615.04
32156.68,31119.03,28615.04
32386.54,31082.77,28615.04
32907.31,30450.58,28615.04
32398.09,30768.95,28615.04
31823.63,30758.41,28615.04
31877.94,30757.93,28615.04
32148.66,30659.04,28615.04
32336.55,31602.09,28615.04
32771.31,31523.83,28615.04
32957.96,31933.23,28615.04
33091.64,31792.82,28615.04
33071.59,31831.75,28615.04
32580.6,30896.49,28615.04
31991.73,30724.56,28615.04
32263.21,31177.24,28615.04
31932.79,30733.87,28615.04
31942.81,30752.06,28615.04
32133.56,30673.08,28615.04
32486.28,31069.5,28615.04
32256.78,31112.99,28615.04
32223.05,31405.19,28615.04
32621.69,31211.36,28615.04
32143.26,31087.71,28615.04
33191.98,31611.31,28615.04
33434.65,32175.85,28615.04
33883.18,32779.77,28615.04
33680.44,32163.75,28615.04
32795.15,31556.31,28615.04
32730.55,31934.33,28615.04
33461.27,32187.2,28615.04
33258.45,32150.54,28615.04
33813.67,32340.84,28615.04
33482.42,32725.46,28615.04
33451.54,32091.95,28615.04
33527.07,32744.03,28615.04
34176.02,32852.32,28615.04
34580.08,33406.83,28615.04
34563.76,33350.17,28615.04
34593.63,33605.79,28615.04
34687.52,33340.81,28615.04
34130.82,33378.36,28615.04
34293.18,33189.18,28615.04
34579.67,33737.43,28615.04
34926.7,33842.86,28615.04
34732.8,33887.42,28615.04
34917.99,33656.35,28615.04
34580.51,33506.56,28615.04
34355.47,33576.47,28615.04
34966.15,33519.35,28615.04
34757.35,33125.11,28615.04
34299.68,32939.63,28615.04
34320.72,33080.01,28615.04
34082.47,32179.29,28615.04
33211.26,31825.33,28615.04
32854.71,31381.13,28615.04
32825.77,31367.16,28615.04
32429.91,31284.24,28615.04
32457.97,31816.02,28615.04
32706.27,31875.37,28615.04
33056.84,32059.24,28615.04
33316.66,32663.62,28615.04
33755.35,32864.5,28615.04
34016.83,32891.12,28615.04
33971.87,32283.38,28615.04
33235.85,31934.04,28615.04
32755.18,32154.83,28615.04
33341.35,32534.19,28615.04
33710.21,32988.13,28615.04
34078.85,32868.79,28615.04
33501.79,32389.67,28615.04
33406.96,32357.5,28615.04
33893.75,32370.75,28615.04
33511.38,31827.67,28615.04
33115.83,31447.22,28615.04
32043.24,31292.49,28615.04
32878.44,31957.57,28615.04
32860.21,31707.48,28615.04
32946.93,31741.02,28615.04
33216.68,31570.38,28615.04
32254.07,31455.44,28615.04
33388.38,32228.52,28615.04
33168.45,32274.88,28615.04
33658.26,32627.6,28615.04
34043.95,33044.69,28615.04
34177.71,33311.74,28615.04
34689.34,33600.49,28615.04
34995.05,33915.79,28615.04
34430.8,33404.32,28615.04
