AvgDistance,LowestDistanceThisGen,LowestDistance
25109.9,21882.65,21171.98
25215.29,21797.23,21171.98
25194.24,22038.58,21171.98
25334.82,21643.86,21171.98
25332.92,21737.34,21171.98
25364.57,21647.06,21171.98
25250.23,21440.78,21171.98
25063.43,21095.81,21095.81
24844.22,21005.46,21005.46
24572.73,20895.94,20895.94
24409.65,20460.65,20460.65
24348.48,20893.48,20460.65
24244.63,19746.33,19746.33
24258.24,20703.47,19746.33
24096.21,20064.51,19746.33
23847.15,19833.88,19746.33
23573.1,19955.3,19746.33
23385.25,19208.49,19208.49
23209.18,19837.54,19208.49
23301.94,19744.36,19208.49
23305.11,19454.44,19208.49
23218.15,18485.7,18485.7
22942.83,18558.17,18485.7
22708.56,18714.73,18485.7
22462.51,18923.66,18485.7
22504.27,18374.74,18374.74
22441.69,19066.72,18374.74
22534.73,18149.93,18149.93
22554.42,18195.03,18149.93
22674.57,18816.3,18149.93
22640.05,19423.43,18149.93
22704.02,19330.62,18149.93
22813.66,19213.45,18149.93
22940.53,19501.44,18149.93
22799.79,19148.25,18149.93
22906.31,19431.97,18149.93
22975.27,19655.26,18149.93
22954.89,19574.4,18149.93
23032.8,19419.03,18149.93
23062.08,18812.68,18149.93
23134.27,19401.21,18149.93
23131.61,19153.05,18149.93
23142.18,20087.06,18149.93
23178.58,20038.64,18149.93
23235.94,19321.14,18149.93
23332.83,19497.92,18149.93
23254.86,19563.72,18149.93
23201.9,19025.38,18149.93
23032.69,19351.65,18149.93
23025.56,19088.87,18149.93
22935.32,19325.3,18149.93
22690.56,19204.29,18149.93
22494.05,18435.0,18149.93
22475.58,18343.5,18149.93
22496.99,19262.79,18149.93
22688.02,19315.09,18149.93
22618.79,18867.35,18149.93
22570.9,19282.98,18149.93
22574.42,19530.72,18149.93
22632.61,18649.19,18149.93
22569.37,18398.47,18149.93
22407.6,19056.74,18149.93
22419.4,18799.46,18149.93
22343.9,18553.22,18149.93
22288.23,18495.25,18149.93
22258.84,18328.85,18149.93
22169.48,17945.61,17945.61
22189.89,18499.75,17945.61
22159.24,18878.05,17945.61
22118.01,18542.44,17945.61
22110.56,18284.97,17945.61
22157.69,18524.57,17945.61
22147.48,18252.29,17945.61
22083.46,18048.65,17945.61
22047.86,18681.61,17945.61
21953.03,18839.74,17945.61
21901.47,18408.52,17945.61
21842.72,18386.33,17945.61
22046.85,19062.09,17945.61
22057.56,19155.71,17945.61
22409.91,19475.1,17945.61
22473.48,18541.9,17945.61
22576.5,18437.81,17945.61
22785.45,18518.57,17945.61
22764.25,18674.08,17945.61
22885.09,19203.5,17945.61
22826.44,19219.58,17945.61
22712.04,19189.6,17945.61
22630.21,18829.89,17945.61
22685.22,19235.55,17945.61
22662.87,19318.57,17945.61
22685.2,18969.81,17945.61
22739.19,18735.18,17945.61
22739.05,18991.32,17945.61
22622.94,18882.33,17945.61
22542.04,18883.94,17945.61
22436.0,18702.31,17945.61
22266.72,17241.86,17241.86
22137.08,18808.79,17241.86
22057.58,18204.67,17241.86
21980.08,18235.99,17241.86
21819.06,17678.59,17241.86
21750.29,17894.09,17241.86
21696.73,18431.27,17241.86
21592.94,18322.47,17241.86
21606.61,18177.94,17241.86
21698.45,17575.88,17241.86
21603.21,17569.91,17241.86
21469.01,17618.25,17241.86
21357.0,17139.79,17139.79
21281.65,17683.29,17139.79
21153.22,17938.76,17139.79
21016.31,17259.46,17139.79
21075.66,17356.1,17139.79
21073.68,17240.34,17139.79
20950.85,16620.34,16620.34
20904.26,16824.6,16620.34
20937.59,17058.93,16620.34
20914.33,17399.6,16620.34
20951.37,17427.66,16620.34
20917.6,17598.91,16620.34
20991.1,17905.26,16620.34
21085.03,17845.79,16620.34
21135.32,17190.96,16620.34
21188.73,17869.8,16620.34
21331.38,17594.43,16620.34
21434.28,17772.91,16620.34
21438.91,18270.81,16620.34
21452.34,17798.33,16620.34
21589.17,18139.92,16620.34
21468.98,17524.06,16620.34
21463.15,17471.52,16620.34
21509.49,17863.24,16620.34
21645.25,17671.43,16620.34
21786.6,17829.1,16620.34
21793.63,17864.75,16620.34
21608.44,17586.03,16620.34
21613.35,17887.98,16620.34
21587.07,17983.85,16620.34
21578.04,18077.25,16620.34
21574.2,18530.4,16620.34
21504.35,17729.1,16620.34
21577.89,18448.29,16620.34
21686.67,17799.43,16620.34
21715.25,18066.96,16620.34
21777.27,18126.47,16620.34
21780.48,17441.58,16620.34
21772.44,18159.08,16620.34
21927.86,18345.01,16620.34
21922.73,17802.36,16620.34
21900.15,18051.93,16620.34
21975.17,18696.32,16620.34
22033.86,18377.72,16620.34
21963.31,18922.67,16620.34
21982.22,18898.14,16620.34
22139.86,18834.92,16620.34
22194.48,19189.68,16620.34
22260.97,19023.03,16620.34
22331.12,18554.39,16620.34
22410.88,17699.6,16620.34
22404.54,18323.46,16620.34
22363.2,18582.06,16620.34
22355.26,18867.35,16620.34
22387.6,18886.73,16620.34
22222.98,18802.33,16620.34
22308.62,18885.62,16620.34
22484.46,18512.88,16620.34
22541.3,18853.52,16620.34
22598.1,18965.02,16620.34
22740.68,19151.15,16620.34
22837.99,18950.85,16620.34
22898.23,19271.27,16620.34
22799.3,18677.77,16620.34
22815.56,18953.81,16620.34
22819.85,18985.18,16620.34
22806.59,18235.54,16620.34
22693.56,18270.62,16620.34
22580.68,17710.6,16620.34
22255.65,18326.29,16620.34
22103.64,18793.53,16620.34
22036.77,18784.84,16620.34
22152.9,18808.6,16620.34
22201.14,18908.91,16620.34
22069.34,18442.29,16620.34
22122.67,18369.0,16620.34
22085.86,18701.63,16620.34
22019.06,18865.31,16620.34
22146.92,18799.72,16620.34
22153.47,18334.29,16620.34
22217.05,19216.53,16620.34
22291.4,17771.13,16620.34
22332.57,18409.89,16620.34
22349.87,18882.02,16620.34
22297.33,18699.29,16620.34
22418.78,18333.21,16620.34
22510.91,18836.12,16620.34
22517.78,18359.97,16620.34
22495.78,18471.65,16620.34
22508.26,18694.97,16620.34
22444.37,18444.77,16620.34
22425.54,18427.56,16620.34
22407.15,19095.84,16620.34
22395.27,18614.72,16620.34
22434.46,18954.62,16620.34
22241.25,19149.31,16620.34
22294.2,18990.8,16620.34
22405.21,18668.01,16620.34
22497.42,17910.47,16620.34
22519.43,18135.71,16620.34
22348.5,18225.36,16620.34
22227.7,18798.69,16620.34
22267.24,18686.02,16620.34
22415.96,19231.53,16620.34
22543.85,19161.7,16620.34
22670.99,19378.63,16620.34
22784.37,18904.3,16620.34
22899.89,19194.76,16620.34
23002.49,19326.15,16620.34
23000.04,19092.84,16620.34
23094.09,19256.79,16620.34
23183.6,19146.63,16620.34
23264.41,19424.43,16620.34
23209.77,19562.46,16620.34
23147.57,19928.38,16620.34
23149.35,19136.42,16620.34
23134.87,18777.45,16620.34
23000.0,19161.13,16620.34
23012.25,19568.35,16620.34
23122.59,19487.66,16620.34
23172.55,19430.2,16620.34
23035.36,19601.16,16620.34
23047.15,18700.3,16620.34
23093.66,19381.28,16620.34
23057.82,19181.06,16620.34
23015.64,18655.01,16620.34
23014.43,19395.75,16620.34
23055.37,19752.86,16620.34
23182.78,19590.47,16620.34
23212.5,19583.63,16620.34
23314.62,19903.38,16620.34
23369.71,19538.41,16620.34
23458.0,19464.13,16620.34
23541.53,19673.91,16620.34
23410.16,19948.37,16620.34
23271.54,19686.39,16620.34
23309.48,19393.39,16620.34
23290.8,19743.58,16620.34
23192.98,19752.39,16620.34
23286.0,19130.33,16620.34
23248.16,18457.64,16620.34
23346.19,19538.79,16620.34
23399.49,19528.53,16620.34
23452.13,18784.07,16620.34
23332.06,18965.54,16620.34
23369.35,19663.72,16620.34
23488.37,20105.14,16620.34
23689.95,20383.82,16620.34
23671.6,19833.71,16620.34
23621.05,19588.67,16620.34
23672.41,20072.95,16620.34
23791.5,20199.98,16620.34
23738.48,20592.6,16620.34
23937.97,20173.26,16620.34
23862.82,20109.16,16620.34
23863.57,19405.82,16620.34
23967.85,20110.56,16620.34
23925.87,18853.91,16620.34
23862.63,18936.84,16620.34
23794.25,19519.61,16620.34
23493.13,18433.55,16620.34
23379.41,19031.69,16620.34
23185.66,18795.61,16620.34
22998.79,19600.18,16620.34
22833.69,19480.21,16620.34
22715.98,18662.32,16620.34
22578.32,19026.82,16620.34
22562.39,18694.21,16620.34
22513.61,19060.24,16620.34
22654.75,19014.05,16620.34
22708.53,18333.57,16620.34
22700.51,18865.99,16620.34
22719.19,19424.49,16620.34
22651.11,19695.05,16620.34
22653.7,19146.47,16620.34
22687.96,19438.57,16620.34
22611.52,19394.41,16620.34
22692.71,19146.8,16620.34
22582.44,18530.93,16620.34
22616.03,18475.0,16620.34
22561.77,19058.03,16620.34
22615.9,18816.21,16620.34
22520.16,18523.71,16620.34
22615.51,19296.56,16620.34
22612.52,19289.43,16620.34
22470.42,18926.07,16620.34
22630.0,18736.23,16620.34
22663.53,17926.73,16620.34
22686.16,18446.97,16620.34
22443.4,18607.6,16620.34
22236.27,17831.13,16620.34
22272.25,18001.2,16620.34
22001.21,18474.82,16620.34
21924.13,18297.72,16620.34
21861.85,16888.97,16620.34
21865.17,18469.39,16620.34
21951.32,18215.5,16620.34
21949.55,18483.54,16620.34
21908.94,18345.38,16620.34
21897.86,18253.4,16620.34
21922.81,18627.61,16620.34
21960.94,18295.1,16620.34
22054.05,18985.73,16620.34
22021.71,18510.14,16620.34
22210.07,18703.75,16620.34
22280.27,18881.15,16620.34
22373.5,18719.75,16620.34
