AvgDistance,LowestDistanceThisGen,LowestDistance
28038.15,25864.73,23842.39
27833.22,25561.15,23842.39
28147.52,25697.28,23842.39
28059.62,25508.87,23842.39
28007.74,25274.35,23842.39
27733.31,24918.24,23842.39
27582.37,25048.26,23842.39
27442.45,24672.06,23842.39
27147.37,25224.84,23842.39
27085.81,25223.28,23842.39
27675.98,25575.27,23842.39
27903.67,25154.53,23842.39
28045.66,25916.24,23842.39
28086.74,26079.11,23842.39
28155.46,25320.96,23842.39
28319.25,25046.77,23842.39
28047.12,25304.71,23842.39
27659.73,25279.27,23842.39
28023.76,25681.59,23842.39
27881.41,25222.57,23842.39
27809.07,25843.3,23842.39
28097.49,25586.44,23842.39
28061.2,25505.67,23842.39
28078.17,25366.88,23842.39
27858.23,25406.66,23842.39
27923.24,25648.09,23842.39
27739.79,25083.27,23842.39
27939.82,25842.39,23842.39
27817.37,25280.9,23842.39
27714.47,25163.03,23842.39
27883.37,25115.16,23842.39
28014.41,25623.14,23842.39
28103.18,25100.3,23842.39
28134.92,25823.24,23842.39
28115.33,25785.77,23842.39
28329.24,25836.7,23842.39
28303.78,26043.59,23842.39
28496.54,26140.44,23842.39
28547.86,25885.29,23842.39
28433.53,25764.31,23842.39
28164.44,26051.8,23842.39
28848.94,26260.41,23842.39
28832.13,25368.64,23842.39
28571.37,24949.57,23842.39
27858.68,24525.82,23842.39
27189.89,24593.11,23842.39
27260.24,24386.18,23842.39
27104.1,24604.51,23842.39
27289.14,24353.95,23842.39
27083.63,24625.06,23842.39
27441.64,25221.29,23842.39
27644.76,25486.82,23842.39
27827.27,25173.49,23842.39
27718.24,25258.18,23842.39
27958.76,25307.05,23842.39
27928.41,24711.38,23842.39
27940.78,25312.79,23842.39
27587.35,24400.46,23842.39
27277.34,25182.73,23842.39
27704.41,25466.25,23842.39
28002.23,24666.93,23842.39
27990.99,25070.01,23842.39
27726.1,25684.33,23842.39
27778.04,25562.26,23842.39
27656.56,25970.93,23842.39
28195.67,25724.56,23842.39
28121.01,25650.04,23842.39
27866.37,24876.46,23842.39
27819.79,24857.32,23842.39
27726.58,25201.28,23842.39
27572.83,25128.8,23842.39
27549.49,24670.5,23842.39
27516.68,24658.44,23842.39
27127.08,25259.57,23842.39
27378.98,24281.51,23842.39
26944.9,24476.18,23842.39
26918.16,24134.61,23842.39
27013.69,24152.48,23842.39
26811.43,24667.73,23842.39
26728.49,24619.76,23842.39
27005.76,24296.19,23842.39
26959.2,24079.46,23842.39
26672.84,24083.69,23842.39
26646.85,24879.73,23842.39
26897.85,24754.75,23842.39
27227.5,25093.43,23842.39
27405.6,24835.8,23842.39
27305.91,24847.03,23842.39
27308.1,24226.2,23842.39
26915.79,24185.08,23842.39
26811.44,24035.06,23842.39
26817.83,24275.41,23842.39
26786.78,24349.55,23842.39
26825.08,24270.19,23842.39
26854.25,24119.59,23842.39
26957.95,24004.0,23842.39
27114.79,24374.32,23842.39
27223.75,24348.89,23842.39
27050.11,24645.31,23842.39
27184.29,24984.98,23842.39
27675.73,25339.88,23842.39
27645.1,25569.64,23842.39
27767.9,25197.92,23842.39
27854.96,25522.08,23842.39
28031.3,26089.85,23842.39
27710.58,25181.8,23842.39
27707.66,25341.87,23842.39
27543.38,25232.63,23842.39
27471.72,24734.4,23842.39
27542.45,24776.79,23842.39
27400.0,25273.8,23842.39
27487.63,25332.16,23842.39
27541.66,25375.13,23842.39
27742.23,25459.37,23842.39
27893.27,24681.55,23842.39
27821.04,25471.05,23842.39
28212.07,25894.25,23842.39
28312.5,25118.07,23842.39
27791.48,25410.98,23842.39
27714.77,25337.26,23842.39
28007.23,25286.75,23842.39
28103.14,25762.46,23842.39
28039.7,25596.5,23842.39
28002.05,25706.34,23842.39
28562.53,25930.01,23842.39
28522.1,25926.69,23842.39
28367.61,26358.21,23842.39
28695.34,25853.64,23842.39
28869.76,26424.82,23842.39
28883.9,26334.41,23842.39
28709.06,26329.86,23842.39
