AvgDistance,LowestDistanceThisGen,LowestDistance
5232.01,2991.85,2991.85
4553.65,2768.73,2768.73
4300.51,2649.94,2649.94
4090.89,2482.92,2482.92
3998.57,2299.96,2299.96
3926.77,2269.42,2269.42
3823.05,2269.42,2269.42
3790.04,2269.42,2269.42
3784.78,2269.42,2269.42
3764.16,2269.42,2269.42
3762.64,2269.42,2269.42
3819.29,2269.42,2269.42
3746.37,2269.42,2269.42
3762.66,2269.42,2269.42
3811.23,2269.42,2269.42
3757.77,2269.42,2269.42
3784.73,2269.42,2269.42
3733.69,2269.42,2269.42
3813.11,2269.42,2269.42
3828.28,2269.42,2269.42
3823.56,2269.42,2269.42
3777.42,2269.42,2269.42
3758.25,2269.42,2269.42
3727.68,2269.42,2269.42
3753.0,2269.42,2269.42
3728.34,2269.42,2269.42
3764.24,2269.42,2269.42
3753.12,2269.42,2269.42
3734.32,2269.42,2269.42
3775.05,2269.42,2269.42
3723.89,2269.42,2269.42
3780.6,2269.42,2269.42
3739.24,2269.42,2269.42
3758.77,2269.42,2269.42
3712.69,2269.42,2269.42
3769.84,2269.42,2269.42
3746.14,2269.42,2269.42
3756.85,2269.42,2269.42
3762.42,2269.42,2269.42
3750.8,2269.42,2269.42
3747.28,2269.42,2269.42
3712.07,2269.42,2269.42
3720.54,2269.42,2269.42
3751.73,2269.42,2269.42
3771.11,2269.42,2269.42
3741.62,2269.42,2269.42
3715.46,2269.42,2269.42
3751.19,2269.42,2269.42
3746.18,2269.42,2269.42
3740.76,2269.42,2269.42
3770.9,2269.42,2269.42
3737.69,2269.42,2269.42
3750.73,2269.42,2269.42
3754.25,2269.42,2269.42
3723.36,2269.42,2269.42
3773.42,2269.42,2269.42
3746.05,2269.42,2269.42
3737.77,2269.42,2269.42
3794.01,2269.42,2269.42
3733.12,2269.42,2269.42
3789.64,2269.42,2269.42
3763.0,2269.42,2269.42
3719.72,2269.42,2269.42
3704.23,2269.42,2269.42
3796.3,2269.42,2269.42
3757.38,2269.42,2269.42
3723.01,2269.42,2269.42
3698.62,2269.42,2269.42
3718.04,2269.42,2269.42
3753.55,2269.42,2269.42
3734.45,2269.42,2269.42
3717.66,2269.42,2269.42
3744.64,2269.42,2269.42
3712.01,2269.42,2269.42
3731.8,2269.42,2269.42
3707.81,2269.42,2269.42
3742.12,2269.42,2269.42
3783.76,2269.42,2269.42
3781.5,2269.42,2269.42
3721.21,2269.42,2269.42
3738.53,2269.42,2269.42
3762.75,2269.42,2269.42
3722.49,2269.42,2269.42
3739.1,2269.42,2269.42
3717.12,2269.42,2269.42
3748.33,2269.42,2269.42
3755.64,2269.42,2269.42
3779.9,2269.42,2269.42
3778.18,2269.42,2269.42
3823.9,2269.42,2269.42
3769.99,2269.42,2269.42
3768.03,2269.42,2269.42
3762.83,2269.42,2269.42
3767.2,2269.42,2269.42
3792.46,2269.42,2269.42
3774.36,2269.42,2269.42
3766.17,2269.42,2269.42
3709.72,2269.42,2269.42
3754.34,2269.42,2269.42
3738.49,2269.42,2269.42
3788.11,2269.42,2269.42
3754.1,2269.42,2269.42
3722.53,2269.42,2269.42
3790.11,2269.42,2269.42
3743.01,2269.42,2269.42
3731.97,2269.42,2269.42
